sex,graduation,education_form,langs,life_main,people_main,occupation_type,career_start,result
2,2014.0,Distance Learning,Русский,6,0,university,2007,0
2,2011.0,Full-time,Беларуская (тарашкевiца);Русский;Polski;Беларуская;Deutsch,0,0,university,False,0
2,2010.0,Full-time,Русский,False,False,university,2005,0
2,1996.0,Full-time,Русский,False,False,work,1997,1
2,1995.0,Distance Learning,False,0,0,work,False,0
1,0.0,,Русский;Română;English;Moldovenească,1,2,university,False,1
1,2008.0,Full-time,Русский,False,False,university,False,1
1,1998.0,Full-time,Русский,False,False,university,False,1
2,2014.0,Part-time,Русский;English,6,2,university,False,0
2,0.0,,False,0,0,work,False,0
2,2010.0,,Русский,False,False,work,2005,1
1,2010.0,Full-time,Русский,0,0,work,2016,1
1,2009.0,Distance Learning,False,False,False,university,False,1
1,2014.0,Full-time,False,0,6,university,False,1
2,2013.0,Full-time,Русский,0,0,work,2016,1
2,1945.0,Full-time,Русский,1,5,work,2006,0
1,2011.0,Full-time,Русский,0,0,work,2007,1
2,2011.0,Full-time,Русский,5,False,university,False,0
1,0.0,,False,0,0,work,False,1
2,2015.0,Full-time,Русский,False,False,work,2017,0
2,2007.0,,False,0,0,university,False,0
1,2009.0,Full-time,False,False,False,university,2009,1
1,0.0,Distance Learning,Русский;English;Español;Deutsch,False,False,university,False,1
2,2008.0,Distance Learning,False,False,False,work,2009,0
2,0.0,Full-time,Русский,False,False,university,1993,0
1,2017.0,Part-time,Русский;English,0,0,university,False,1
2,0.0,Distance Learning,Русский,False,False,work,2006,0
1,2018.0,Full-time,Русский;English,6,0,university,False,1
2,2010.0,Full-time,Русский,0,0,university,False,0
2,2010.0,Full-time,False,False,False,university,False,0
2,2010.0,Full-time,Русский,5,1,work,2010,0
1,2013.0,Full-time,Українська,0,0,university,False,1
2,2007.0,Distance Learning,Русский,1,2,university,2017,0
1,2004.0,Full-time,Русский;Саха тыла,0,0,university,False,1
1,2010.0,Full-time,False,0,0,university,False,1
2,2019.0,Full-time,Українська,0,0,university,False,1
2,2008.0,Distance Learning,Русский;English;Українська,1,2,university,False,0
1,1998.0,Distance Learning,Русский,False,False,university,False,1
1,2010.0,Full-time,False,0,0,university,False,1
1,0.0,Full-time,Русский;English,1,2,university,False,1
2,2012.0,Distance Learning,Русский,1,2,work,2001,0
1,2008.0,Full-time,Русский,6,2,work,2018,1
1,0.0,,Русский;English,0,0,university,False,1
2,2013.0,Full-time,Русский,0,0,work,2011,0
1,2010.0,Full-time,Русский,1,6,work,2010,1
2,2014.0,Full-time,False,False,False,university,False,0
2,2008.0,Full-time,Русский,1,2,university,False,1
1,0.0,Full-time,False,0,0,university,False,1
2,2009.0,Full-time,Русский,6,2,university,False,0
1,2011.0,,English,0,0,work,2008,1
2,2011.0,Full-time,Русский,1,0,university,False,0
1,2007.0,Full-time,Русский,False,6,work,2008,1
1,2015.0,Full-time,Русский,0,0,university,False,1
1,2014.0,Full-time,False,0,0,university,2015,1
1,2013.0,Full-time,Русский,1,2,university,False,1
1,0.0,Full-time,False,False,False,university,False,1
1,0.0,Full-time,False,7,1,work,False,1
2,2007.0,Full-time,False,1,2,university,False,0
2,2009.0,Full-time,False,False,False,university,False,0
1,2015.0,Full-time,Русский,1,2,work,2013,0
2,2015.0,Distance Learning,Русский,6,1,university,2007,0
2,2013.0,Full-time,Русский,False,False,university,False,0
1,2010.0,Distance Learning,Русский,0,0,university,False,0
2,0.0,Full-time,Русский;English;Українська,0,0,work,False,1
2,2012.0,Full-time,False,False,False,university,False,1
1,0.0,Distance Learning,Русский,6,2,work,2010,1
1,1996.0,Full-time,Русский,0,0,university,False,1
2,2013.0,Full-time,Русский,3,6,university,2014,0
1,2002.0,Distance Learning,False,0,0,university,2002,1
1,0.0,Full-time,False,0,0,university,False,1
2,2013.0,Full-time,Русский,5,6,work,2011,0
1,2010.0,Full-time,Русский,6,2,work,2009,1
1,2012.0,Full-time,Русский,0,0,university,False,1
1,1979.0,Full-time,Русский,False,False,university,False,0
1,2015.0,Full-time,False,False,False,university,False,0
2,2011.0,Full-time,Русский,5,5,work,2015,0
2,2010.0,Full-time,Русский;English;Deutsch,6,1,university,2005,0
1,2015.0,Full-time,Русский,5,6,university,2015,1
2,2012.0,Full-time,Русский,0,2,university,False,0
1,1985.0,Full-time,False,False,False,university,False,1
1,1982.0,Part-time,False,False,False,university,False,0
2,2009.0,Full-time,False,False,False,work,2007,1
1,2014.0,Full-time,Русский,1,0,university,2011,1
2,2001.0,Full-time,Русский,0,0,university,False,1
2,0.0,Full-time,Русский;Українська;English,False,False,university,False,1
2,2001.0,Full-time,Русский;English,0,0,work,2000,1
1,2015.0,Full-time,Русский,0,0,work,False,1
1,2003.0,Distance Learning,Русский,False,False,university,False,1
1,2001.0,Full-time,False,False,False,university,False,1
1,1980.0,Part-time,Русский,6,2,university,1979,1
1,2010.0,Distance Learning,Русский,6,6,university,2006,1
1,2001.0,Full-time,False,False,False,,False,1
2,2011.0,Full-time,False,0,0,work,2011,0
1,2016.0,,False,False,False,university,False,1
1,0.0,Full-time,Русский;Українська;English;Deutsch,False,False,university,False,1
2,2012.0,Full-time,Русский,1,2,work,2011,0
2,2018.0,Full-time,Русский;English;Deutsch,0,0,university,False,0
2,2002.0,Distance Learning,Русский,3,6,work,2000,0
2,2013.0,Full-time,Русский;English;Адыгэбзэ,1,2,university,False,1
1,2010.0,Full-time,Русский,0,0,work,2014,1
1,2011.0,Full-time,Русский;English;Español,6,6,university,False,1
1,2005.0,Distance Learning,Русский,False,False,university,False,1
2,2010.0,Distance Learning,Русский,4,0,university,False,0
2,2012.0,Full-time,Русский,False,False,university,False,0
2,2010.0,Full-time,Русский;Deutsch,1,0,work,2010,0
1,2014.0,Full-time,False,6,1,university,2010,1
2,2010.0,Full-time,Русский,False,False,university,2007,0
2,2007.0,Full-time,Русский,0,0,work,2007,0
2,2011.0,Full-time,Русский,0,0,university,False,0
2,2012.0,Full-time,Русский;English,0,0,university,False,0
2,2015.0,Full-time,Українська;Русский,7,1,university,False,0
1,0.0,Full-time,False,0,0,university,False,1
2,2007.0,Full-time,Русский,1,2,work,2007,1
2,2009.0,Full-time,Русский,False,False,work,False,0
1,2012.0,Full-time,Русский,6,2,work,False,1
1,0.0,Full-time,Русский;Татарча,0,0,university,False,1
2,2007.0,Full-time,Русский,0,0,university,False,0
2,2014.0,Full-time,Русский,0,0,university,False,0
2,2013.0,Full-time,Русский,6,1,university,False,0
2,2012.0,Full-time,Русский,0,6,university,False,0
1,2008.0,Full-time,Русский;English;Italiano;Español;Français,1,2,university,False,1
1,2014.0,Distance Learning,Русский,5,2,university,False,0
2,2015.0,Full-time,Русский;Azərbaycan dili;Українська,6,2,university,False,1
2,2013.0,Full-time,Русский,0,0,university,False,1
1,2005.0,Full-time,Русский,False,False,university,False,1
2,2007.0,Full-time,Русский,0,0,work,2012,0
2,2010.0,Full-time,Русский,False,False,university,False,0
1,2010.0,Full-time,Русский;Татарча,0,2,university,False,1
2,0.0,Distance Learning,Русский,False,False,university,False,0
1,2015.0,Full-time,False,0,2,university,False,1
1,2009.0,Full-time,Русский,0,0,university,False,1
2,2009.0,Distance Learning,Русский,0,0,work,False,0
1,2002.0,Full-time,False,False,False,university,False,1
1,1990.0,Full-time,Русский;עברית,0,0,university,1990,1
1,2010.0,Distance Learning,Русский,0,0,university,False,1
2,2010.0,Distance Learning,Русский,1,2,work,2009,0
2,2011.0,Full-time,Русский,1,2,university,2011,0
1,2003.0,Full-time,Русский,0,0,university,False,1
1,2013.0,Distance Learning,Русский;English;Deutsch,False,False,university,False,1
2,0.0,,Русский,6,2,work,False,1
2,1945.0,Distance Learning,Русский,False,False,university,2009,0
2,1987.0,Full-time,English,False,False,university,False,1
1,2000.0,Full-time,False,False,False,university,False,0
2,2007.0,Full-time,Русский,1,2,work,2007,0
2,2010.0,Full-time,Українська;Русский,False,False,university,False,0
1,2019.0,Full-time,Русский,0,0,,False,1
2,2014.0,Part-time,Русский,0,0,university,False,0
2,2021.0,Full-time,Русский,0,0,university,False,0
2,2008.0,Full-time,False,0,0,university,False,0
1,1997.0,Full-time,Русский,1,2,work,2005,0
1,2000.0,Full-time,Русский,0,0,university,False,1
1,2010.0,Full-time,False,0,0,work,2010,1
1,0.0,,False,0,6,university,False,1
1,0.0,Full-time,False,0,0,university,False,1
2,2017.0,Full-time,Русский;English,0,0,university,2017,0
1,2017.0,Full-time,Русский;English,0,0,work,False,1
2,2013.0,Full-time,Русский,False,False,university,False,0
2,2001.0,Full-time,False,False,False,university,False,0
1,2018.0,Full-time,Русский;English,0,0,work,2019,1
2,2010.0,Full-time,English,5,2,university,False,0
1,2012.0,Full-time,Русский,0,0,university,False,1
2,2022.0,Full-time,False,0,0,university,False,0
2,0.0,Full-time,Русский,5,0,university,False,0
1,0.0,,Русский,0,0,university,False,1
2,2011.0,Full-time,Русский,False,False,work,2011,0
1,2007.0,Full-time,Русский;English,1,2,work,False,1
1,0.0,Full-time,Русский,0,0,university,False,1
1,2011.0,Full-time,Русский,0,0,university,False,1
1,2017.0,Full-time,Русский,6,2,work,2019,1
2,2009.0,Full-time,Русский,1,2,university,False,0
1,0.0,Full-time,Русский,False,False,university,False,1
2,2010.0,Full-time,False,False,False,university,False,0
1,2016.0,Full-time,Русский,False,False,university,False,1
1,2016.0,Full-time,Українська;Русский;English,6,2,work,2009,1
2,2010.0,Distance Learning,Русский,7,1,work,2008,0
1,2012.0,Full-time,False,0,0,university,False,1
2,2014.0,Full-time,Русский,0,0,university,False,0
2,2009.0,Distance Learning,Русский,False,False,university,False,0
1,2010.0,Full-time,Русский,0,0,university,False,1
2,2009.0,Full-time,Русский;English,0,0,university,False,0
2,0.0,Full-time,False,0,0,work,2014,0
1,1997.0,Full-time,False,False,False,university,False,1
2,1996.0,,Русский;Українська,False,False,university,False,1
2,2015.0,Full-time,Русский;English;Українська,1,6,university,False,1
2,1999.0,Full-time,Русский,1,2,university,False,0
2,0.0,Distance Learning,Русский,False,False,work,2010,0
1,2015.0,Full-time,Русский;English,0,0,university,False,1
1,2007.0,Full-time,Русский,False,False,university,2008,1
2,0.0,Distance Learning,Русский,0,0,work,2010,0
2,2016.0,Full-time,Русский,0,0,university,False,0
2,2010.0,Distance Learning,Русский,False,False,university,False,0
2,2013.0,Full-time,Русский;English,False,False,university,False,1
2,2006.0,Full-time,False,5,2,university,2005,1
1,2010.0,Full-time,Русский;Українська;English;Deutsch;Português;Norsk,6,2,university,False,1
1,2008.0,Full-time,Русский,0,2,university,False,1
1,2017.0,,Русский;Español;English,0,0,university,False,1
1,0.0,Distance Learning,False,5,1,university,False,0
2,2009.0,Full-time,False,False,False,university,False,0
2,2006.0,Full-time,Русский,False,False,,False,0
2,2007.0,Distance Learning,Русский,False,False,university,2000,1
1,2017.0,,False,6,1,work,False,1
1,2010.0,Full-time,Русский,False,False,university,False,1
2,2016.0,Full-time,Русский;English,6,5,work,2013,1
1,2014.0,Distance Learning,Русский;English;Français,6,5,work,2014,1
1,2010.0,Distance Learning,Русский,0,0,work,False,1
2,2013.0,Full-time,False,5,2,university,2013,1
1,0.0,,English;Русский,False,False,university,False,1
2,2013.0,Full-time,Русский,False,False,work,2010,0
2,1992.0,Full-time,False,False,False,work,1992,0
2,2008.0,Full-time,Русский,0,0,university,False,0
2,0.0,Full-time,Українська,False,False,university,False,0
2,2005.0,Distance Learning,Русский,False,False,university,False,1
2,2010.0,Full-time,Русский,6,5,university,False,1
2,1997.0,Full-time,False,False,False,work,2020,0
2,0.0,Full-time,Русский,6,6,work,2015,0
1,2014.0,Full-time,Русский,False,False,university,2010,1
1,2015.0,Distance Learning,False,6,2,work,2011,1
2,0.0,Full-time,Українська;Русский;English;Lingua Latina,1,2,work,2011,1
1,2015.0,Part-time,Русский,0,0,university,2015,1
2,2004.0,Full-time,False,False,False,university,False,0
2,2014.0,Full-time,Русский;English,False,False,university,False,0
2,2007.0,Full-time,False,False,False,university,False,1
1,2006.0,Full-time,False,1,2,university,False,1
2,2002.0,Full-time,Русский,0,0,work,False,1
2,2010.0,Full-time,False,False,False,,False,0
1,2010.0,Full-time,Русский,False,False,university,False,1
1,2011.0,Full-time,Русский;English;Français,6,2,work,2011,1
2,2006.0,Part-time,Русский,0,0,university,False,0
2,1993.0,Full-time,Русский,8,4,work,1993,1
2,2014.0,Full-time,False,0,0,university,False,0
1,2010.0,Full-time,Русский,False,False,university,False,1
2,2011.0,Full-time,Русский,0,0,university,False,0
1,2019.0,Full-time,Русский;Tiếng Việt;English,False,False,university,False,1
2,0.0,,Русский;Татарча;Башҡортса,0,0,work,False,1
2,0.0,Distance Learning,Русский,0,0,work,2008,0
1,2013.0,Full-time,False,0,0,university,False,1
2,2017.0,Full-time,Русский,6,2,university,False,0
2,2012.0,Full-time,False,False,False,work,False,0
1,2003.0,Part-time,Русский,0,1,work,2008,0
2,2006.0,Full-time,Русский,0,0,university,False,0
1,2004.0,Distance Learning,English,False,False,university,False,1
1,2015.0,Full-time,Русский;English,0,0,university,False,1
2,2010.0,Full-time,Русский,1,6,university,2016,0
2,0.0,Full-time,Русский;English,1,2,work,2009,0
2,2006.0,Full-time,Русский,1,0,university,False,1
2,2008.0,Full-time,Русский,False,False,university,False,0
2,2013.0,,False,False,False,university,False,0
1,2013.0,Distance Learning,Русский,0,0,university,False,1
1,2005.0,Full-time,Русский,0,0,university,False,1
2,2007.0,Full-time,Русский,False,False,university,False,1
2,2009.0,Full-time,Русский,False,False,university,2008,0
2,2008.0,Full-time,Русский,False,False,work,2008,0
2,2010.0,Full-time,Русский,0,0,,2008,0
2,0.0,Full-time,Русский;Саха тыла;English,0,0,work,2014,0
1,0.0,Full-time,Русский;English,1,2,work,False,1
2,2015.0,Full-time,Русский,0,0,work,False,0
2,2009.0,Part-time,Русский,False,False,university,False,0
1,2016.0,Distance Learning,Русский,1,2,work,False,1
2,2007.0,Full-time,False,False,False,work,2007,0
1,2015.0,Full-time,Русский,6,6,university,False,1
2,0.0,Full-time,Русский;English,2,4,university,False,0
1,2017.0,,False,0,0,university,2014,1
2,2003.0,,Русский,False,False,work,False,0
2,1989.0,Full-time,Русский,1,2,university,False,0
2,0.0,Distance Learning,Русский,0,0,university,False,0
2,2007.0,Full-time,False,False,False,university,False,1
2,2012.0,Distance Learning,False,False,False,work,2009,0
1,0.0,Full-time,Русский,0,0,university,False,1
2,2010.0,Full-time,False,0,0,university,False,1
2,0.0,Full-time,Русский,0,0,,False,0
1,2018.0,Full-time,False,0,0,university,False,1
1,1990.0,Full-time,Русский;Татарча;English,1,2,university,False,1
2,1969.0,Full-time,Русский,False,False,university,2008,0
1,2015.0,Full-time,Русский,0,0,university,False,1
2,2017.0,Full-time,Русский,6,2,university,False,0
2,2014.0,Full-time,Русский;English,6,5,university,2007,0
1,2002.0,Full-time,Русский,0,0,work,False,1
2,0.0,Distance Learning,Русский,0,0,university,False,0
2,2011.0,Full-time,Русский,0,0,university,False,0
2,2006.0,Full-time,Русский,0,0,university,False,0
2,2014.0,Full-time,False,0,2,work,False,0
2,2016.0,,Русский,0,0,university,False,0
1,2006.0,Full-time,Русский,False,False,university,False,1
1,0.0,,False,0,6,university,False,1
1,2010.0,Full-time,Русский;English,0,0,work,2010,1
1,2017.0,,Русский;English;Italiano,0,0,university,False,1
1,2012.0,Full-time,Русский,0,0,university,False,1
2,2002.0,Full-time,Русский,False,False,university,False,0
2,2010.0,Full-time,Русский;Українська;English,False,False,university,False,0
2,2007.0,Full-time,False,False,False,university,False,0
2,2001.0,Full-time,False,1,2,university,False,0
2,2007.0,Full-time,False,False,False,university,False,0
2,2012.0,Full-time,Русский,8,6,university,False,0
1,1985.0,Full-time,False,False,False,university,False,1
2,2009.0,Full-time,False,0,0,work,2007,1
2,2011.0,Full-time,Русский,5,6,work,False,0
2,1994.0,Full-time,False,False,False,work,1996,1
2,2018.0,Full-time,Русский;Українська;Deutsch;English,6,0,university,False,1
1,2014.0,,Русский,0,6,university,False,1
1,2013.0,Full-time,Русский,0,0,university,False,1
1,2010.0,Distance Learning,Русский,1,0,university,2018,1
1,2018.0,Full-time,False,0,0,university,False,0
1,2016.0,Full-time,Русский;English;Français,6,2,work,2011,1
1,2001.0,Distance Learning,Русский,0,0,university,False,1
2,0.0,,False,0,0,university,2008,1
1,2010.0,Full-time,Русский;English;Українська;Deutsch,5,5,work,2013,1
2,2010.0,Distance Learning,Русский,6,2,university,False,0
1,2012.0,Distance Learning,English;Deutsch,0,0,work,2007,1
2,2010.0,Full-time,Русский,5,5,university,False,1
1,2017.0,Full-time,Русский,6,2,university,False,1
1,2010.0,Distance Learning,Русский,1,2,university,False,1
1,2011.0,Full-time,Русский;English,1,2,work,2011,1
1,2007.0,Full-time,Русский,False,False,work,False,1
2,2009.0,Full-time,Русский;English,6,2,work,2008,0
2,2006.0,Distance Learning,False,False,False,university,False,0
1,2009.0,Full-time,Русский;Беларуская (тарашкевiца),6,1,work,2008,0
2,2013.0,Full-time,Русский,0,6,university,False,1
2,2008.0,Full-time,Русский,1,2,university,2008,0
1,2007.0,Full-time,Русский,0,0,work,2012,1
2,2007.0,Full-time,Русский,False,False,university,False,0
2,2009.0,Full-time,Русский,0,0,university,False,0
1,2012.0,Full-time,Русский,False,False,university,False,1
1,2009.0,Distance Learning,False,0,0,university,False,1
1,2008.0,Distance Learning,Русский,0,0,university,False,1
1,0.0,Full-time,Русский;English;Español,1,2,university,False,1
1,2002.0,Full-time,Русский,1,2,university,2002,1
2,2000.0,Full-time,False,False,False,university,False,0
1,2010.0,Distance Learning,Русский,1,2,university,False,1
2,2009.0,Full-time,False,False,False,university,False,1
1,2013.0,Full-time,Русский,6,2,university,False,1
2,2011.0,Full-time,False,False,False,university,False,1
1,2009.0,,False,0,0,university,False,1
2,2010.0,Full-time,Русский,0,0,university,False,0
2,2012.0,Full-time,Русский,0,0,work,2004,0
1,2012.0,Full-time,Русский,1,1,work,2018,1
2,2021.0,,Русский;Українська;Deutsch,1,6,university,2003,0
1,2008.0,Full-time,Русский,0,0,work,False,1
2,2002.0,Full-time,False,0,2,university,False,0
1,0.0,Full-time,Русский,6,2,university,False,1
2,2009.0,Distance Learning,Русский,False,False,work,2006,0
2,2008.0,Distance Learning,False,False,False,work,2005,0
2,2014.0,Full-time,Русский,False,False,work,2014,1
2,2009.0,Full-time,False,False,False,work,False,0
2,2015.0,Full-time,Русский;Українська;English,0,0,university,False,1
1,2014.0,Part-time,Русский,0,0,university,2010,1
1,2002.0,,Русский,6,2,university,False,1
1,1993.0,Full-time,Русский,1,2,university,False,1
1,2012.0,Full-time,False,False,False,university,False,1
2,0.0,Distance Learning,Русский,False,False,university,False,0
2,0.0,Full-time,Русский,False,2,university,False,0
2,2012.0,Distance Learning,Русский,5,2,work,2009,0
2,2008.0,Full-time,Русский,0,6,university,False,0
2,2011.0,,Русский,1,2,work,False,0
1,2010.0,Full-time,Русский,False,False,work,2005,1
2,2005.0,Full-time,False,False,False,university,2006,1
2,1982.0,Full-time,Русский,1,0,work,False,0
2,2010.0,Distance Learning,Русский,2,6,university,2006,0
2,2005.0,Distance Learning,Русский,False,False,university,False,0
2,2012.0,Full-time,Русский;English,0,0,university,False,0
1,2014.0,Full-time,False,6,5,university,False,1
2,2010.0,Distance Learning,False,False,False,work,False,0
2,2008.0,Full-time,False,False,False,university,2006,1
1,2010.0,Part-time,False,5,2,work,1988,1
1,2016.0,Full-time,False,4,1,work,2016,1
1,2008.0,Full-time,Русский,False,False,university,False,1
2,1993.0,Full-time,Русский,1,2,work,2002,0
2,2012.0,Distance Learning,Русский,0,0,work,2006,0
2,2006.0,Full-time,Русский,False,False,university,False,0
2,1999.0,Full-time,Русский;English,4,2,university,False,0
1,2016.0,Full-time,Русский,1,6,university,False,1
1,2005.0,Full-time,Русский,False,False,university,False,1
2,2013.0,Distance Learning,Русский;Українська;Polski;English,6,2,university,False,0
1,2008.0,Full-time,Русский,1,5,university,2009,0
1,2019.0,,Русский;English;Français,0,0,university,False,1
2,2012.0,Full-time,False,0,0,university,False,0
2,2003.0,Full-time,False,0,0,university,False,0
1,2007.0,Full-time,Русский;日本語,6,2,university,False,1
2,2005.0,Full-time,Русский,0,0,work,False,0
2,1996.0,Full-time,Русский;English,6,2,university,False,0
2,0.0,Full-time,Русский;Deutsch,1,2,university,False,0
1,0.0,Full-time,False,0,0,university,False,1
1,2017.0,Full-time,English;Русский;Français,6,6,university,False,1
2,0.0,Full-time,False,6,1,university,False,0
2,2007.0,Full-time,Русский,7,2,work,2009,1
1,2007.0,Distance Learning,Русский,1,2,university,2007,1
2,2011.0,Full-time,False,5,0,university,False,0
1,0.0,Full-time,Русский,6,5,work,2014,1
1,2010.0,Full-time,Русский;English,0,0,university,False,1
2,2013.0,,Русский,0,0,university,False,0
1,2009.0,Full-time,Русский;Deutsch;English,0,0,work,2009,1
2,2016.0,Distance Learning,Русский,5,5,university,2013,0
2,2018.0,Full-time,Русский;English,0,0,university,False,0
2,2007.0,Distance Learning,Русский,4,6,university,False,0
1,2016.0,Distance Learning,False,False,False,work,False,1
1,2008.0,Full-time,False,False,False,work,2008,1
2,2012.0,Distance Learning,Русский,6,2,university,False,0
2,2012.0,Full-time,Русский,False,False,work,2013,0
2,2012.0,Part-time,Русский,False,False,university,2007,0
2,0.0,Full-time,Русский,1,2,university,False,0
2,2013.0,Full-time,Русский;English;Українська,0,0,university,False,0
1,2018.0,,False,0,0,work,2004,1
1,2006.0,Distance Learning,Русский,1,6,university,False,1
2,0.0,Part-time,Русский;English;Lietuvių;Буряад,6,1,university,False,0
1,0.0,Part-time,Русский,1,2,work,2005,1
1,2014.0,Full-time,False,0,0,university,False,1
1,2000.0,Full-time,Русский,False,False,university,False,1
1,2015.0,Full-time,Українська;English;Čeština;Polski;Русский,1,1,university,False,1
2,2016.0,Distance Learning,Русский,6,6,university,False,0
1,2015.0,Full-time,Русский,0,0,work,False,1
2,2014.0,Full-time,False,False,False,university,False,0
2,2012.0,Full-time,Русский,6,2,university,False,0
1,2008.0,Full-time,Русский,1,6,work,2008,1
1,2015.0,Full-time,Русский,0,0,university,False,1
1,2014.0,Full-time,Русский,0,2,university,False,1
2,2014.0,Full-time,Русский,6,5,work,2014,0
2,2010.0,Full-time,Русский,False,False,work,2011,0
1,2005.0,Full-time,Русский,False,False,university,2008,1
2,2014.0,Full-time,Русский,5,2,work,2013,0
2,2007.0,Full-time,Русский,1,2,university,False,0
1,2009.0,Distance Learning,Русский,1,2,university,False,1
1,2010.0,Full-time,Русский,0,0,university,False,1
2,2011.0,Full-time,False,False,False,university,False,0
2,0.0,Full-time,Русский,0,2,work,False,0
1,2007.0,Full-time,Русский,False,False,university,False,1
2,2010.0,Full-time,Русский,False,False,university,False,1
1,2006.0,Distance Learning,False,0,0,university,False,1
2,0.0,Distance Learning,Русский,5,1,work,False,0
2,2014.0,Full-time,Русский,False,False,work,2010,0
1,2011.0,Full-time,Русский;English,1,6,work,False,1
2,1990.0,Full-time,Русский,False,False,university,False,0
1,0.0,Full-time,Русский;English;Беларуская,1,2,university,False,1
2,0.0,Full-time,Русский;English,0,0,work,2008,0
2,2001.0,Full-time,False,6,2,university,2001,0
1,2013.0,Distance Learning,Русский,False,2,work,False,1
2,2014.0,Distance Learning,False,False,False,university,2011,0
2,1997.0,Part-time,False,False,False,university,False,0
1,2012.0,Full-time,Русский;English,5,2,university,2005,0
2,0.0,Full-time,Русский,1,1,university,False,0
2,2015.0,Full-time,Русский,3,6,university,False,0
1,2016.0,Full-time,Русский;Українська,6,2,university,False,1
2,2009.0,Part-time,False,False,False,university,1996,0
1,2011.0,Full-time,Русский,0,0,university,False,1
2,2014.0,Full-time,Русский,6,5,work,2014,1
1,2010.0,Full-time,Русский,0,0,university,False,1
1,2010.0,Part-time,Русский,5,2,work,2005,1
1,2015.0,Full-time,Русский,0,0,university,False,1
2,2012.0,Full-time,Русский;English,6,6,university,False,0
1,2015.0,Full-time,False,0,0,university,False,1
1,2019.0,Part-time,Русский,0,0,university,False,1
2,2007.0,Full-time,False,6,0,university,False,1
2,2009.0,Full-time,False,0,0,university,False,0
2,0.0,Distance Learning,Русский,False,False,university,False,0
1,2013.0,,False,False,False,university,2013,1
1,2006.0,Part-time,Русский,False,False,university,2005,0
2,2011.0,Full-time,False,False,False,university,False,0
2,2006.0,Full-time,Русский,1,2,work,2006,0
1,2015.0,,Русский;English,5,2,university,False,1
1,2001.0,Full-time,Русский,0,0,university,False,1
1,2010.0,Full-time,False,1,6,university,False,1
2,2003.0,Full-time,False,False,False,university,False,0
2,2015.0,Full-time,False,0,0,university,False,1
1,2017.0,Full-time,False,0,0,university,False,1
1,2013.0,Distance Learning,Русский,0,6,university,False,1
1,2002.0,Full-time,False,False,False,university,False,1
2,2012.0,Distance Learning,False,0,0,university,False,0
2,2007.0,Full-time,Русский;Українська,0,3,university,False,0
2,2005.0,Full-time,Русский;English,0,5,university,2006,0
2,2016.0,Distance Learning,Русский,0,0,university,False,0
2,2012.0,Full-time,Русский;Беларуская;English,0,0,work,2021,1
1,2009.0,Full-time,Русский;Українська;English;Deutsch,False,False,work,False,1
2,0.0,Full-time,Русский;Українська;English,6,1,university,False,0
1,2005.0,Distance Learning,Русский,False,False,university,False,1
2,2007.0,Full-time,Русский,6,2,university,False,1
2,2010.0,Full-time,Українська,0,0,university,False,0
2,2009.0,Full-time,False,2,1,university,2008,0
1,2007.0,Full-time,False,False,False,university,False,1
1,2000.0,Distance Learning,False,1,2,work,2006,1
2,2015.0,Full-time,Русский;English,0,2,university,False,0
2,2013.0,Full-time,Русский,0,2,work,2010,1
1,2014.0,Part-time,Русский;English;Español,6,2,university,2009,1
1,2014.0,Full-time,Русский;English,6,5,university,False,1
1,2012.0,Full-time,Українська,False,False,university,False,1
2,2013.0,Full-time,Русский,6,2,university,False,0
2,2017.0,Full-time,Русский,0,0,work,False,0
1,2009.0,Full-time,Русский,6,2,work,2009,1
1,2010.0,Full-time,Русский,0,0,university,False,1
2,2014.0,Full-time,Русский;English,0,0,work,2021,0
1,2011.0,Full-time,Русский,0,2,university,False,1
1,2006.0,Full-time,Русский,0,0,university,False,1
2,2013.0,Distance Learning,Русский,0,0,university,False,0
1,2016.0,Full-time,Русский,False,False,university,False,1
1,2011.0,Full-time,Русский,0,0,university,False,1
2,2013.0,Full-time,Русский,3,6,work,2011,0
2,2009.0,Full-time,False,False,False,university,False,1
1,2018.0,,False,0,0,university,False,1
1,1984.0,Full-time,False,False,False,work,1987,1
2,2006.0,Full-time,False,False,False,university,False,1
1,2003.0,Distance Learning,Українська,False,False,university,False,0
1,2008.0,,False,False,False,university,False,1
2,2014.0,Full-time,English;Русский,0,5,work,2017,0
1,2020.0,Full-time,Русский;English,1,2,university,2010,1
1,2010.0,Full-time,False,5,6,university,False,1
2,0.0,Full-time,Русский;English,0,0,work,False,1
2,2010.0,Full-time,Русский,False,False,university,False,0
1,2011.0,Full-time,Русский,0,0,university,False,1
2,2008.0,Distance Learning,False,False,False,university,False,0
1,0.0,Full-time,Русский,False,False,university,False,1
2,2014.0,Full-time,Русский,2,1,work,2012,0
2,2014.0,Full-time,Русский;English,1,6,university,2005,0
2,2001.0,Full-time,Русский;English,0,0,university,False,1
2,2006.0,Full-time,Русский,5,6,university,False,1
2,2020.0,Distance Learning,Русский;अवधी;ဗမာစာ,1,6,university,2007,0
1,2014.0,,Русский,0,0,university,False,1
2,1978.0,Full-time,False,False,False,university,1978,0
1,2014.0,Full-time,False,False,False,,False,1
2,2011.0,Full-time,Русский,0,0,university,1955,0
1,1997.0,Full-time,False,False,False,university,False,1
1,2014.0,Full-time,False,0,0,university,2019,1
1,2012.0,Full-time,Русский,3,1,university,False,1
1,2008.0,Full-time,False,0,0,university,False,0
